,^IBEX,ABE.MC,ANA.MC,BKT.MC,BBVA.MC,GAS.MC,ENG.MC,ITX.MC,SAB.MC,MRL.MC,IAG.MC,AMS.MC,REE.MC,CABK.MC,ELE.MC,MAP.MC,ACX.MC,AENA.MC,SAN.MC,FER.MC,CLNX.MC,ACS.MC,VIS.MC,IBE.MC,TRE.MC,MTS.MC,GRF.MC,MEL.MC,DIA.MC,TEF.MC,BKIA.MC,IDR.MC,COL.MC,TL5.MC,REP.MC,SGRE.MC
2017-01-02,,12.763455,68.223747,7.113617,6.095185,16.787455,23.08345,31.808895,1.29997,10.1914,5.072489,42.264629,16.907059,3.086298,18.908165,2.757876,12.146157,127.756447,4.591642,16.827974,13.666618,29.150118,46.265396,5.821262,36.522549,21.191999,18.801315,11.055959,4.592283,8.269828,3.899287,10.545,6.554826,10.847379,12.800164,19.484068
2017-01-03,9494.700195,12.849404,68.050095,7.249142,6.213492,16.726563,22.710756,31.491785,1.342655,10.030867,5.067665,42.337616,16.771702,3.182079,18.884794,2.812083,12.290526,128.09816,4.702983,17.297321,13.651726,29.216717,48.538033,5.780229,36.301853,21.378,18.796379,10.961928,4.54035,8.350189,4.066228,10.61,6.437426,10.813556,12.899538,19.434362
2017-01-04,9462.900391,12.830304,67.722092,7.246259,6.14724,16.525148,22.493744,31.194183,1.333924,10.094107,5.093717,42.337616,16.418514,3.168535,18.65107,2.798769,12.242403,126.633629,4.724154,17.199541,13.636832,28.788597,48.100048,5.732666,35.959072,21.27,19.349215,11.204427,4.520153,8.366076,4.070204,10.455,6.515692,10.799061,12.92793,19.364777
2017-01-05,9488.200195,13.006977,67.52916,7.250103,6.16901,16.492363,22.611685,30.686802,1.331984,10.079513,5.291523,42.697689,16.556925,3.207234,18.679115,2.81018,12.227966,128.488724,4.737954,17.414658,13.865189,28.755301,47.55014,5.739341,36.142204,22.065001,19.349215,11.189581,4.517268,8.54362,4.105977,10.57,6.508844,10.861874,12.946859,19.275309
2017-01-06,9515.900391,13.054728,67.577393,7.277017,6.214439,16.576674,22.573944,30.906342,1.347506,10.225452,5.251961,42.449524,16.418514,3.200461,18.739885,2.814936,12.213529,127.902901,4.764636,17.517328,13.770868,28.793352,48.168182,5.724084,36.541328,21.780001,19.314663,11.159886,4.543235,8.59221,4.094052,10.63,6.513736,10.881202,12.965786,19.344894
2017-01-09,9492.799805,13.107252,68.686798,7.208774,6.263304,16.440838,22.658863,31.09173,1.335864,10.176805,5.199856,42.541977,16.490105,3.185949,18.725863,2.775945,12.117284,129.367432,4.711272,17.683552,13.805617,28.588808,47.652336,5.746969,36.480289,21.627001,19.230747,11.273713,4.558622,8.574457,4.054304,10.63,6.447209,10.77007,12.842753,19.225605
2017-01-10,9452.0,12.987878,68.175507,7.208774,6.166304,16.211323,22.696604,30.862434,1.331984,10.137889,5.319504,42.629562,16.432833,3.188852,18.403324,2.760729,12.34346,129.660339,4.706669,17.571106,13.661655,28.622107,46.581718,5.690711,36.541328,22.65,19.102413,11.090601,4.512459,8.58567,4.002632,10.64,6.41786,10.803893,12.984715,19.439333
2017-01-11,9408.599609,12.921028,68.252686,7.177054,5.964543,16.155115,22.474874,30.6185,1.318402,10.186536,5.356171,42.576038,16.451921,3.170469,18.44072,2.737905,12.742878,131.515427,4.666178,17.580883,13.755976,29.121578,46.460056,5.713595,36.250198,23.150999,19.181389,11.115346,4.456678,8.538946,3.998657,10.655,6.439383,10.881202,13.155067,19.469154
2017-01-12,9407.400391,12.897154,68.918327,7.20589,5.934473,16.323738,22.753216,30.85268,1.296089,10.040596,5.301171,42.897186,16.576015,3.16273,18.618349,2.681797,11.886295,131.808334,4.656981,17.463549,13.805617,28.698219,46.231331,5.776529,36.128117,22.347,18.949396,10.966877,4.436482,8.561373,3.93506,10.485,6.395358,10.528481,13.278101,19.454245
2017-01-13,9511.599609,13.059502,69.371742,7.316424,6.048933,16.487679,22.913616,31.155155,1.29997,10.05519,5.417924,42.576038,16.590332,3.237226,18.562256,2.715081,11.996978,133.956314,4.737954,17.688442,13.820511,28.936064,46.708244,5.78511,35.343948,22.833,19.32947,10.986673,4.549005,8.615572,3.986732,10.625,6.476559,10.881202,13.448454,19.62324
2017-01-16,9410.0,13.045177,69.892677,7.207812,5.955813,16.614147,22.927769,30.818525,1.274746,10.016273,5.291523,42.352211,16.46624,3.181112,18.44072,2.713179,12.170219,133.272873,4.660659,17.414658,13.681511,28.541243,46.669315,5.74983,35.597507,22.997999,18.964203,10.887694,4.61248,8.495963,3.871463,10.65,6.469711,11.14695,13.349081,19.583477
2017-01-17,9394.900391,13.083376,71.474785,7.232803,5.945143,16.665672,22.885309,30.633139,1.280567,9.91898,5.491257,42.089458,16.552153,3.147249,18.370602,2.683699,11.972916,132.296509,4.639497,17.341324,13.825476,28.431833,46.606045,5.74983,35.503826,22.635,18.934587,10.793664,4.61248,8.490357,3.839665,10.695,6.456993,11.084137,13.349081,19.414482
2017-01-18,9386.200195,12.968778,71.175728,7.323153,5.952903,16.637568,22.654146,30.58923,1.276687,9.889792,5.446871,42.464127,16.471012,3.141445,18.295813,2.666581,12.107659,131.808334,4.655139,17.145761,13.651726,28.089338,46.664444,5.715502,35.41301,23.202,18.825994,10.729328,4.524,8.520259,3.823765,10.75,6.405141,10.948846,13.372742,19.334955
2017-01-19,9379.099609,12.925803,71.677383,7.319308,5.933503,16.562622,22.257862,30.467264,1.307731,9.738989,5.484502,42.396,16.323057,3.210136,18.281788,2.611423,12.126909,131.271332,4.680903,16.891533,13.468048,27.875277,46.606045,5.670686,35.131004,22.823999,19.546654,11.125243,4.600939,8.466995,3.851589,10.65,6.399271,10.794229,13.34435,19.051641
2017-01-20,9380.099609,12.949678,70.452202,7.334687,5.938353,16.497047,22.003109,30.247723,1.293179,9.734125,5.500906,41.972675,16.227598,3.214006,18.136881,2.602865,12.155783,130.929611,4.723229,16.769308,13.656691,27.797997,46.42112,5.727899,35.274403,22.929001,19.166582,11.080703,4.579781,8.490357,3.867488,10.68,6.383618,10.799061,13.434258,19.126196
2017-01-23,9304.799805,12.978328,70.114563,7.226075,5.903432,16.337793,21.856863,30.311146,1.259224,9.841146,5.51345,42.016468,16.084415,3.179177,17.959249,2.586698,12.136533,131.124878,4.646859,16.730196,13.482941,27.730373,46.134007,5.660197,35.379555,22.827,19.053051,11.154938,4.486492,8.376354,3.776067,10.45,6.345463,10.784565,13.249709,19.121227
2017-01-24,9387.200195,12.921028,70.51973,7.204929,6.079003,16.314371,21.663437,30.267239,1.289298,9.816824,5.479678,41.821835,16.036686,3.233356,18.141556,2.633296,12.377146,131.027237,4.750836,16.735085,13.353869,28.015356,46.07074,5.664965,35.503826,23.124001,19.018497,11.253917,4.520153,8.492226,3.847614,10.46,6.316113,10.832883,13.325421,19.151049
2017-01-25,9549.299805,12.882829,70.95385,7.373134,6.271064,16.417419,21.47945,30.364813,1.340715,10.064919,5.626343,42.108917,16.055779,3.441367,17.963926,2.731248,12.454143,130.685516,4.942232,16.823088,13.378691,28.440416,46.352993,5.664011,35.690235,22.620001,19.319597,11.669628,4.645179,8.562309,3.970833,10.43,6.500039,10.900528,13.486311,19.315073
2017-01-26,9512.799805,12.753904,70.867027,7.270288,6.220623,16.553255,21.465298,30.091606,1.327133,10.094107,5.589677,42.692822,15.941232,3.388155,18.085461,2.760729,12.34346,132.150055,4.933953,16.627525,13.502798,27.971884,45.764153,5.636358,35.857525,22.754999,19.625631,11.738914,4.620173,8.522128,3.93506,10.35,6.537216,10.982669,13.438991,19.369749
2017-01-27,9504.099609,12.796879,70.008438,7.23857,6.192493,16.749981,21.47945,30.101364,1.354297,10.069784,5.634063,42.595505,15.903048,3.389122,18.09481,2.726494,12.367522,134.444489,4.929349,16.622637,13.378691,28.029846,46.143734,5.606799,35.828846,22.827,19.704605,11.99131,4.599015,8.460454,3.907236,10.385,6.562653,10.982669,13.334886,19.52383
2017-01-30,9361.299805,12.696606,69.526093,7.204929,6.123623,16.703144,21.39925,29.901339,1.358177,10.098972,5.493186,42.040592,15.783727,3.289471,17.847063,2.681797,12.179843,132.540604,4.838145,16.505301,13.140406,27.416407,45.812817,5.53147,35.527725,22.131001,19.556526,11.926974,4.589398,8.36701,3.883387,10.24,6.528411,10.997165,13.027303,19.369749
2017-01-31,9315.200195,12.648856,69.149857,7.146297,6.086763,16.693773,21.418121,29.794008,1.352357,10.074648,5.355206,41.981663,15.778955,3.271088,17.804995,2.662777,12.218342,131.173706,4.787933,16.378187,13.065943,27.51301,45.759285,5.562936,35.08321,21.534,19.566399,11.75871,4.705768,8.339911,3.875438,10.185,6.648746,10.92952,12.92793,19.315073
2017-02-01,9330.799805,12.72048,69.583969,7.255871,6.002373,16.492363,21.13978,29.789127,1.369819,10.05519,5.523099,41.819614,15.65486,3.289471,17.716179,2.719836,12.338648,130.441437,4.840934,16.383076,13.89001,27.604786,45.618156,5.519074,35.288738,22.004999,19.620695,11.813148,4.825985,8.310009,3.883387,10.18,6.625266,11.006828,12.932662,19.846909
2017-02-02,9406.400391,12.72048,70.635498,7.252987,5.943202,16.92329,21.50304,29.794008,1.393102,9.957897,5.410205,42.62006,15.841001,3.38622,17.935879,2.717935,12.887247,130.587875,4.918118,16.485746,14.048866,27.68207,46.022076,5.573425,35.456028,22.635,19.744095,11.99626,4.833679,8.401585,3.946984,10.345,6.591024,11.035819,13.013106,20.015903
2017-02-03,9462.700195,12.830304,70.461853,7.271249,5.996553,17.157492,21.436991,29.979397,1.412504,10.133024,5.41889,43.027645,15.879183,3.427822,18.090136,2.755974,12.892059,130.197342,4.960888,16.637304,13.800653,27.8946,46.24593,5.584868,35.312637,22.110001,19.926729,12.223911,4.893306,8.4427,3.946984,10.58,6.653637,11.074473,13.173997,19.991051
2017-02-06,9357.299805,12.706156,69.94091,7.118423,5.936413,17.049759,21.361509,29.82328,1.37952,10.137889,5.31082,42.816486,15.903048,3.348488,17.954576,2.738856,12.829499,129.660339,4.855815,16.568859,13.517691,27.604786,46.270264,5.561029,35.766712,22.047001,20.060001,12.0408,4.811559,8.316549,3.807866,10.44,6.654616,10.953678,13.112479,19.901583
2017-02-07,9331.5,12.667956,69.989151,6.962713,5.924773,17.185595,21.583239,30.135513,1.403773,10.147618,5.325294,42.438358,16.098734,3.286568,17.940554,2.744562,12.911308,129.855606,4.759108,16.500412,13.453155,27.590296,46.907768,5.619195,35.312637,22.052999,20.287058,11.966566,4.825985,8.295056,3.776067,10.45,6.718207,10.982669,12.923198,19.812117
2017-02-08,9329.700195,12.744356,70.442558,6.945413,5.851053,16.946712,21.842709,30.11112,1.410564,10.201128,5.431433,42.458004,16.394648,3.250771,18.26309,2.698915,12.930557,130.343796,4.693089,16.735085,13.701368,28.363134,47.277622,5.725038,34.715168,22.02,20.114298,11.857688,4.879842,8.325893,3.73632,10.545,6.71625,10.973005,12.814362,20.204781
2017-02-09,9438.400391,12.968778,70.635498,7.001161,5.871422,17.087231,21.795534,30.364813,1.446459,10.361661,5.541431,42.330322,16.485332,3.276893,18.407999,2.736003,12.920933,130.880798,4.767474,16.984425,13.79569,28.594984,47.282486,5.767947,35.08799,22.577999,20.479563,12.021005,4.933699,8.541752,3.799916,10.71,6.711359,11.113128,12.984715,20.09543
2017-02-10,9378.099609,12.887604,70.51973,6.978093,5.793823,16.913923,21.904037,30.384323,1.435787,10.337338,5.50766,42.153542,16.389875,3.220779,18.417347,2.74266,13.094173,131.076065,4.68751,16.930645,13.751011,28.739891,47.053764,5.71741,35.417789,24.597,20.63258,11.917076,4.933699,8.438026,3.756193,10.725,6.770059,11.055145,12.946859,20.090458
2017-02-13,9484.099609,13.002202,71.050323,7.026151,5.878213,17.045074,22.007828,30.574593,1.443548,10.342203,5.628273,42.300861,16.528288,3.250771,18.552904,2.767386,13.252979,131.66188,4.771199,17.028427,13.939653,29.029705,47.301952,5.792738,35.561184,25.875,20.612835,12.035851,4.964475,8.530538,3.780042,10.84,6.743644,11.064809,13.202388,20.378744
2017-02-14,9510.200195,13.016528,70.500443,7.081899,6.037293,16.956078,21.748356,30.516048,1.437728,10.536788,5.71222,42.335236,16.342148,3.256576,18.48279,2.77119,13.12786,131.271332,4.808393,16.876867,13.785761,28.875137,47.613403,5.732666,35.570744,25.785,20.7313,12.199166,4.942355,8.593145,3.811841,11.05,6.776907,10.963342,13.18346,20.393654
2017-02-15,9584.099609,13.150227,70.712677,7.10689,6.227414,16.913923,21.809685,30.574593,1.445489,10.70705,5.71222,42.192825,16.323057,3.290438,18.506163,2.778798,13.070112,131.613068,4.891146,16.818199,13.845331,28.976572,46.946705,5.763179,35.580303,26.219999,20.598028,12.283298,4.869263,8.695934,3.799916,11.02,6.93344,10.808724,13.178728,20.368803
2017-02-16,9554.700195,13.217075,70.461853,7.085743,6.124593,16.92329,22.102179,30.418476,1.436757,10.672998,5.730553,42.168274,16.46624,3.30108,18.669767,2.792112,12.949806,131.808334,4.841869,16.759529,13.934689,28.812346,47.18029,5.778436,35.355656,25.934999,20.652323,12.238758,4.780784,8.713688,3.811841,11.08,6.974531,10.794229,13.150337,20.304188
2017-02-17,9500.299805,13.140676,70.461853,6.96752,6.052813,16.904554,22.073874,30.267239,1.422206,10.702186,5.794236,42.526752,16.499651,3.257544,18.65107,2.744562,12.920933,131.808334,4.779567,16.642195,14.232545,28.677097,48.562363,5.744109,34.901581,25.638,20.839893,12.09029,4.770204,8.712754,3.791967,11.035,6.929527,10.721752,12.894806,20.279335
2017-02-20,9526.599609,13.2314,70.857376,6.996355,6.059603,16.988867,21.988956,30.203814,1.426086,10.70705,5.785552,42.629879,16.523514,3.250771,18.637047,2.736003,12.97868,132.784683,4.800951,16.61775,14.247437,28.450077,48.372574,5.807042,35.293514,26.07,20.696749,12.22886,4.732697,8.784706,3.752219,11.08,6.99801,10.712089,12.984715,20.299217
2017-02-21,9561.0,13.188426,70.500443,6.95118,6.043113,17.18091,21.639849,30.262358,1.416385,10.726509,5.832832,43.248627,16.552153,3.288503,18.468765,2.77119,13.233729,134.493317,4.835356,16.676416,14.133259,28.778534,48.732689,5.825159,35.116669,26.280001,20.8547,12.233809,4.742314,8.767887,3.815816,11.11,6.960834,10.673434,13.050962,20.507975
2017-02-22,9477.200195,13.197975,70.56797,7.002122,6.013043,17.007603,21.677591,29.979397,1.400863,10.585435,5.776868,43.420502,16.447149,3.222714,18.445393,2.755974,13.060488,130.539063,4.745163,16.593304,14.068724,28.73023,48.59156,5.800367,34.954159,25.833,20.790531,11.961617,4.682686,8.73705,3.744269,10.975,6.910939,10.658938,12.961054,20.378744
2017-02-23,9493.400391,13.283925,70.13385,6.988666,5.960663,17.045074,21.904037,29.725706,1.364968,10.653539,5.769149,43.125862,16.504425,3.16273,18.618349,2.759778,12.916121,132.296509,4.757245,16.61286,14.153116,28.537022,48.849483,5.945305,34.619576,25.308001,20.686876,11.966566,4.808673,8.894035,3.680672,10.76,6.903112,10.721752,13.145604,20.269394
2017-02-24,9453.5,13.260051,68.281624,6.949257,5.891793,17.031023,21.913473,29.472015,1.343625,10.604893,6.007479,42.556217,16.299192,3.106615,18.590303,2.729346,12.68032,131.759506,4.694942,16.573748,14.197795,28.329323,48.090321,5.988214,34.280216,24.912001,20.553602,11.857688,4.813482,8.980004,3.640924,11.725,6.808214,10.600957,13.079355,20.875786
2017-02-27,9464.299805,13.283925,67.432686,6.961753,5.947083,16.960762,21.837992,29.223204,1.334894,10.595164,5.940901,42.968716,16.370783,3.128867,18.669767,2.750268,12.906495,131.954773,4.702382,16.783976,14.098509,28.594984,47.958923,5.978679,33.845261,25.245001,20.523989,11.966566,4.885612,8.965989,3.660798,11.88,6.753427,10.673434,13.055696,20.940403
2017-02-28,9555.5,13.217075,68.175507,6.996355,5.992673,17.213697,21.885166,29.584223,1.346536,10.424902,6.061514,43.120949,16.270555,3.190787,18.786629,2.777847,12.911308,131.808334,4.792585,17.507549,14.113403,28.619135,48.104919,5.982493,34.987614,24.938999,20.380842,12.194217,5.040452,9.016448,3.708496,11.905,6.749514,10.707256,13.249709,20.776377
2017-03-01,9751.5,13.245726,68.50351,7.170327,6.169213,17.218382,21.880451,30.14039,1.437728,10.478414,6.193706,43.813358,16.385103,3.294308,18.753908,2.831102,13.363661,132.247681,4.946008,17.659107,14.143188,29.174612,47.287354,5.994889,35.723694,26.195999,20.75598,12.194217,5.116429,9.263142,3.843639,12.17,6.795496,11.098632,13.528899,21.188925
2017-03-02,9716.0,13.374649,72.555252,7.020384,6.183763,17.368273,22.040852,29.85743,1.428997,10.361661,6.128092,43.754429,16.58079,3.275926,18.842722,2.805426,13.286665,132.296509,4.862319,17.566217,14.436079,29.049026,47.214355,6.00347,35.188366,25.617001,21.007719,12.407022,5.082768,9.250059,3.823765,11.905,6.704511,10.968174,13.528899,21.412594
2017-03-03,9798.5,13.484473,72.063255,7.065559,6.388434,17.43853,22.201252,29.886702,1.463921,10.405442,6.103004,43.74461,16.561699,3.356228,18.810001,2.875799,13.474343,131.66188,4.942293,17.541773,14.287152,29.377481,47.287354,6.043519,35.174023,25.26,20.89419,12.372379,5.026025,9.329487,3.895312,11.82,6.696684,10.828052,13.528899,21.228685
2017-03-06,9804.099609,13.560873,71.976433,7.04153,6.403954,17.391691,22.144638,29.85743,1.468772,10.400578,6.130987,43.724968,16.547379,3.362033,18.777279,2.846318,13.305914,131.710693,4.913466,17.541773,14.386436,29.406464,46.980766,6.080707,34.686493,24.764999,20.889252,12.416921,4.926967,9.423866,3.895312,11.645,6.734839,10.944015,13.547827,21.48218
2017-03-07,9801.700195,13.589521,71.38797,7.073248,6.394254,17.391691,22.045568,29.769613,1.473622,10.317879,6.057654,43.778984,16.494879,3.340748,18.866095,2.855828,13.074925,131.759506,4.916255,17.45377,14.699185,29.367821,46.971031,6.11122,34.93026,24.534,20.55854,12.214013,4.981786,9.475262,3.907236,11.73,6.687879,10.881202,13.566755,21.521942
2017-03-08,9850.5,13.579973,70.413612,7.039608,6.433054,17.349537,21.984238,30.179422,1.505636,10.235181,6.109759,44.063808,16.490105,3.372675,19.226028,2.871995,12.887247,131.417786,4.967403,17.541773,14.803435,29.232576,46.922367,6.093103,35.131004,24.459,20.617771,12.293197,4.971207,9.531327,3.887362,11.73,6.693749,10.881202,13.476847,21.48218
2017-03-09,9998.400391,13.642047,70.471504,7.170327,6.674584,17.43853,22.196533,30.813648,1.53571,10.269235,6.349055,44.186577,16.509195,3.503286,19.310167,2.896721,12.689944,133.077591,5.089211,17.634663,15.031792,29.213253,47.477142,6.121709,35.207485,24.120001,20.652323,12.298145,4.926967,9.638787,3.962883,11.755,6.630157,11.011661,13.320689,21.39768
2017-03-10,10006.400391,13.546548,70.047028,7.203006,6.685255,17.29801,21.970087,30.672165,1.572575,10.186536,6.24774,44.053986,16.385103,3.64067,19.043724,2.891015,12.603323,132.39415,5.105019,17.522215,15.141005,29.174612,46.786106,6.007285,35.604198,23.684999,20.637518,12.407022,4.920235,9.666821,4.070204,11.8,6.640919,11.021323,13.651932,21.472239
2017-03-13,9995.900391,13.570422,69.94091,7.147259,6.677495,17.396374,22.111614,30.520929,1.561904,10.215723,6.255459,44.245502,16.490105,3.6368,19.07177,2.908133,12.76694,132.97995,5.078055,17.468437,15.016899,28.952421,47.136494,6.007285,35.847969,24.719999,20.7313,12.317941,4.952934,9.629444,4.090077,11.88,6.606677,11.050315,13.633004,21.467266
2017-03-14,9905.099609,13.517898,69.352448,7.112657,6.592134,17.279274,21.847427,30.628256,1.541531,10.337338,6.136776,44.181664,16.418514,3.606808,19.025026,2.878652,12.68032,132.296509,4.984138,17.24843,14.972219,28.585323,47.131626,5.999656,34.944599,24.66,20.499308,12.342687,4.913503,9.498622,4.070204,11.815,6.637006,11.016491,13.34435,21.352947
2017-03-15,9983.200195,13.627722,69.497154,7.172249,6.635785,17.330797,21.866297,30.642895,1.558023,10.400578,6.232302,44.707108,16.284874,3.691947,18.945559,2.927153,12.988304,133.419312,5.052018,17.351101,15.056612,28.633627,47.253284,5.988214,35.178802,24.954,20.647388,12.293197,4.981786,9.573377,4.201372,11.81,6.594938,11.122791,13.509971,21.288332
2017-03-16,10168.0,13.766195,69.998795,7.257793,6.844335,17.668045,22.007828,30.911222,1.604589,10.541653,6.34809,45.016483,16.418514,3.743224,19.193308,2.956634,13.026802,134.737396,5.239855,17.678663,15.498431,29.222914,47.486881,6.064497,35.030632,25.577999,20.760918,12.471359,5.015447,9.7883,4.221246,11.85,6.749514,11.011661,13.708716,21.526913
2017-03-17,10245.799805,13.84737,70.452202,7.314502,6.868585,17.944403,21.606827,31.13076,1.636604,10.493007,6.331686,45.374966,16.418514,3.751931,19.314842,2.997526,13.200044,135.811401,5.2538,18.020895,15.726789,29.9716,47.730198,6.146501,34.958939,25.535999,21.402599,12.421869,5.041413,9.905105,4.264969,11.975,6.834629,11.383708,13.779697,21.546793
2017-03-20,10214.0,13.804395,70.529381,7.303929,6.871495,18.009979,21.96537,31.257607,1.621081,10.400578,6.279582,45.080322,16.599878,3.724842,19.296144,2.997526,13.094173,136.201935,5.240782,17.913336,15.562968,29.802542,48.022186,6.112174,35.169247,25.32,21.313751,12.476307,4.991403,9.778955,4.24907,11.895,6.838542,11.316063,13.685056,21.700876
2017-03-21,10211.900391,14.229366,70.442558,7.333725,6.907385,17.930349,22.22484,31.228336,1.619141,10.264369,6.248705,45.050858,16.657154,3.728712,19.328865,2.970898,12.839124,135.957855,5.260314,17.962227,15.329646,29.730089,47.812931,6.145548,35.193142,24.576,20.736237,12.32289,4.933699,9.676166,4.264969,11.815,6.758319,11.340221,13.699252,21.551765
2017-03-22,10229.299805,14.186391,70.838089,7.327958,6.935515,18.159866,22.437134,31.038067,1.61332,10.074648,6.078882,45.139248,16.633289,3.767411,19.34289,2.949025,12.85356,136.934204,5.282626,17.85467,15.061577,29.483747,47.496609,6.210388,34.739071,24.444,21.28907,12.194217,4.898115,9.750921,4.312667,11.82,6.673204,11.229091,13.680325,21.512001
2017-03-23,10324.900391,14.30099,71.137138,7.414464,6.992745,18.464325,22.550356,31.716202,1.642424,10.147618,6.130022,45.433891,16.752609,3.792566,19.614008,2.992771,12.757316,137.715302,5.322608,18.265347,15.225398,29.860506,48.168182,6.197992,35.408234,24.111,21.372984,12.451563,4.954857,9.825677,4.312667,12.02,6.745601,11.369213,13.774965,22.063719
